Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
colorful-fox-with-hooked-tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470295121_340828440.jpg?v=1755006013,9,"",,,,,,,,,,,,
colorful-fox-with-hooked-tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470292054_340828440.jpg?v=1755006013,10,"",,,,,,,,,,,,
colorful-fox-with-hooked-tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470244685_340828440.jpg?v=1755006013,11,"",,,,,,,,,,,,
black-feather-flirt-stick,Black feather flirt stick,"<p>Elevate your intimate moments with the Black Feather Flirt Stick. Its soft, delicate feathers awaken the senses, teasing skin with gentle caresses that invite playful exploration. Perfect for adding a sensual touch, this flirt stick enhances connection and stirs passion with every feathered stroke.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,40.0,shopify,6,deny,manual,29.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3004457932_340828440.jpg?v=1754985668,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3004457932_340828440.jpg?v=1754985668,g,,,active
black-feather-flirt-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3003868661_340828440.jpg?v=1754985668,2,"",,,,,,,,,,,,
black-feather-flirt-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3006336289_340828440.jpg?v=1754985668,3,"",,,,,,,,,,,,
black-feather-flirt-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250820160322.jpg?v=1755677062,4,"",,,,,,,,,,,,
gray-feather-stick-flirting,Gray Feather Stick Flirting,"<p>Elevate your intimate moments with the Gray Feather Stick Flirting. Designed to tantalize your senses, its soft gray feathers deliver gentle, teasing strokes that awaken pleasure and anticipation. Perfect for delicate exploration and playful teasing, this feather stick adds a touch of seductive allure to your private encounters. Let your imagination run wild and experience sensual connection like never before.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,gray,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,8,deny,manual,29.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2996995948_340828440.jpg?v=1754985309,1,"",false,,,,gray,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2996995948_340828440.jpg?v=1754985309,lb,,,active
gray-feather-stick-flirting,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2997010453_340828440.jpg?v=1754985309,2,"",,,,,,,,,,,,
gray-feather-stick-flirting,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2997371923_340828440.jpg?v=1754985309,3,"",,,,,,,,,,,,
gray-feather-stick-flirting,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250820162417.jpg?v=1755678282,4,"",,,,,,,,,,,,
gray-ostrich-feather-teaser,Gray ostrich feather teaser,"<p>Elevate your intimate moments with the Gray Ostrich Feather Teaser. Soft, luxurious feathers glide sensually over the skin, awakening your senses and heightening anticipation. This elegant accessory adds a teasing touch of sophistication and allure to your pleasure play. Perfect for exploring delicate sensations and igniting passion.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,gray,product.metafields.shopify.color-pattern,,,,,,,,26.0,shopify,4,deny,manual,29.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3608817301_340828440.jpg?v=1754984668,1,"",false,,,,gray,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3608817301_340828440.jpg?v=1754984668,g,,,active
gray-ostrich-feather-teaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3607406254_340828440.jpg?v=1754984667,2,"",,,,,,,,,,,,
gray-ostrich-feather-teaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3608826071_340828440.jpg?v=1754984667,3,"",,,,,,,,,,,,
gray-ostrich-feather-teaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3607391857_340828440.jpg?v=1754984667,4,"",,,,,,,,,,,,
gray-ostrich-feather-teaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/d74a08d08eadf04cf947dd919863798.jpg?v=1755591500,5,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,Golden Feather Dual-Purpose Tease,"<p>Elevate your intimate moments with the Golden Feather Dual-Purpose Tease. Designed for thrilling sensation play, this elegant feather blends light, teasing strokes with a subtle, seductive touch. Its dual-purpose design lets you explore both soft caresses and enticing awakenings, perfect for igniting passion and deepening connection. Indulge your senses and add an irresistible layer of playfulness to your bedroom experience.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,,100.0,shopify,5,deny,manual,39.99,69.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11608617204_340828440.jpg?v=1754984227,1,"",false,,,,gold,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11608617204_340828440.jpg?v=1754984227,g,,,active
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11644918657_340828440.jpg?v=1754984227,2,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11608653801_340828440.jpg?v=1754984227,3,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11676386347_340828440.jpg?v=1754984227,4,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11608599602_340828440.jpg?v=1754984227,5,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11644921698_340828440.jpg?v=1754984227,6,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250820160151.jpg?v=1755677063,7,"",,,,,,,,,,,,
golden-feather-dual-purpose-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250820160339.jpg?v=1755677062,8,"",,,,,,,,,,,,
peacock-feather-tease,Peacock Feather Tease,"<p>Unleash your sensual side with the Peacock Feather Tease, designed to awaken your senses and ignite passion. Its soft, vibrant feathers deliver delicate, tantalizing touches that heighten anticipation and pleasure. Perfect for playful moments, this tease invites you to explore every touch with elegance and allure.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,3,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN011sOJd32GnXIHTahbb__937849060-0-cib.jpg?v=1754983533,1,"",false,,,,gold,,,,lb,,,active
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01nVcwqw2GnXIJ0mDsI__937849060-0-cib.jpg?v=1754983533,2,"",,,,,,,,,,,,
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN015NxfPu2GnXIKY4C3x__937849060-0-cib.jpg?v=1754983533,3,"",,,,,,,,,,,,
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01kGuylG2GnXIPVRGTR__937849060-0-cib.jpg?v=1754983533,4,"",,,,,,,,,,,,
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01eWqCLP2GnXIP4WV9D__937849060-0-cib.jpg?v=1754983533,5,"",,,,,,,,,,,,
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01oAMYvi2GnXIP4Ya5G__937849060-0-cib.jpg?v=1754983533,6,"",,,,,,,,,,,,
peacock-feather-tease,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250820160332_d2a4adc1-fc76-4fda-b09a-590db2951ec1.jpg?v=1755677062,7,"",,,,,,,,,,,,
tassel-mesh-handle-whip,Tassel Mesh Handle Whip,"<p>Elevate your sensual play with the Tassel Mesh Handle Whip. Featuring a seductive mesh handle for firm control, its delicate tassels tease the skin, sparking excitement and intimacy. Perfect for those seeking to explore passion with a touch of elegance and boldness.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,76203.51816,shopify,4,deny,manual,39.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9473973782_340828440.jpg?v=1754982593,1,"",false,,,,shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9473973782_340828440.jpg?v=1754982593,lb,,,active
tassel-mesh-handle-whip,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,76203.51816,shopify,6,deny,manual,39.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/12850606003_340828440.jpg?v=1754982593,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/12850606003_340828440.jpg?v=1754982593,lb,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/12812637768_340828440.jpg?v=1754982593,3,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9473967981_340828440.jpg?v=1754982593,4,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9497818392_340828440.jpg?v=1754982593,5,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9497821361_340828440.jpg?v=1754982593,6,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9497830138_340828440.jpg?v=1754982593,7,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9519893517_340828440.jpg?v=1754982593,8,"",,,,,,,,,,,,
tassel-mesh-handle-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/853136f76f08900f98ce9ffe5462b49e_9bfd4d95-ec0d-4c26-941f-4a442e5df039.png?v=1754983150,9,"",,,,,,,,,,,,
rose-leather-whip,Rose leather whip,"<p>Indulge in seduction with the BDSM Rose leather whip, crafted for intimate play that awakens desire. Its supple leather strands deliver a thrilling blend of sensation and control, perfect for exploring passionate moments. Designed to empower your fantasies with elegance and intensity, this whip invites you to experience pleasure in every stroke.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,210.0,shopify,5,deny,manual,39.99,69.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01S8Ez0C2GnXLvoQdc5__937849060-0-cib.jpg?v=1754981960,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01S8Ez0C2GnXLvoQdc5__937849060-0-cib.jpg?v=1754981960,g,,,active
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01OfMCu02GnXLpBMjEv__937849060-0-cib.jpg?v=1754981960,2,"",,,,,,,,,,,,
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01keYDXz2GnXLwSRaqZ__937849060-0-cib.jpg?v=1754981960,3,"",,,,,,,,,,,,
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01qQuytN2GnXLyPymXX__937849060-0-cib.jpg?v=1754981961,4,"",,,,,,,,,,,,
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zOYLGS2GnXLucS4Vv__937849060-0-cib.jpg?v=1754981960,5,"",,,,,,,,,,,,
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01SFWrX32GnXLvoPQnG__937849060-0-cib.jpg?v=1754981960,6,"",,,,,,,,,,,,
rose-leather-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01cnteWk2GnXLwSRjBB__937849060-0-cib.jpg?v=1754981960,7,"",,,,,,,,,,,,
metal-heart-shaped-rivet-necklace,Metal heart-shaped rivet necklace,"<p>Elevate your bold style with this metal heart-shaped rivet necklace. Its edgy design combines fierce metal accents with a provocative heart motif, perfect for adding a daring touch to any outfit. Whether for play or statement, this necklace commands attention and exudes confidence.</p>",Knot Knot,Animals & Pet Supplies > Pet Supplies > Pet Bells & Charms > Collar Charms,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,8,deny,manual,19.99,29.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507252613_340828440.jpg?v=1754981141,1,"",false,,,,shopify--color-pattern-dgy1dvxa,shopify--material-dek7lzif,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507252613_340828440.jpg?v=1754981141,lb,,,active
metal-heart-shaped-rivet-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507007822_340828440.jpg?v=1754981831,2,"",,,,,,,,,,,,
metal-heart-shaped-rivet-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507022071_340828440.jpg?v=1754981831,3,"",,,,,,,,,,,,
metal-heart-shaped-rivet-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507001916_340828440.jpg?v=1754981831,4,"",,,,,,,,,,,,
metal-heart-shaped-rivet-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3507264357_340828440.jpg?v=1754981831,5,"",,,,,,,,,,,,
metal-heart-shaped-rivet-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8.png?v=1754982920,6,"",,,,,,,,,,,,
silicone-gag-with-air-hole,Silicone gag with air hole,"<p>Experience heightened control and comfort with this silicone gag featuring a discreet air hole. Designed for sensual play, its soft, body-safe silicone fits snugly, while the air hole ensures easy breathing for safer, more enjoyable sessions. Elevate your intimate moments with a perfect blend of restraint and comfort.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,8,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8517019171_340828440.jpg?v=1754980515,1,"",false,,,,shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa; shopify--color-pattern-lcgmddze,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8517019171_340828440.jpg?v=1754980515,lb,,,active
silicone-gag-with-air-hole,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,0.0,shopify,5,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8517001388_340828440.jpg?v=1754980515,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8517001388_340828440.jpg?v=1754980515,lb,,,
silicone-gag-with-air-hole,,,,,,,,,shopify--color-pattern-lcgmddze,,,,,,,,,0.0,shopify,6,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8497905542_340828440.jpg?v=1754980515,3,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8497905542_340828440.jpg?v=1754980515,lb,,,
silicone-gag-with-air-hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8531348809_340828440.jpg?v=1754980515,4,"",,,,,,,,,,,,
silicone-gag-with-air-hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8517013307_340828440.jpg?v=1754980515,5,"",,,,,,,,,,,,
silicone-gag-with-air-hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8531402048_340828440.jpg?v=1754980516,6,"",,,,,,,,,,,,
silicone-gag-with-air-hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/7.png?v=1754982912,7,"",,,,,,,,,,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,"Snakeskin laser handcuffs, leg cuffs, collar, and traction chain three-piece set","<p>Elevate your play with this seductive three-piece set featuring snakeskin laser handcuffs, leg cuffs, and a matching collar connected by a sleek traction chain. Designed to tease and restrain, each piece combines bold style with enticing control, perfect for exploring power and passion with undeniable allure.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,500.0,shopify,6,deny,manual,299.99,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01b6sg8u2GnX7B25E8b__937849060-0-cib.jpg?v=1754977007,1,"",false,,,,shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa,shopify--material-dokic786,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01mVsWY82GnX7CXyFri__937849060-0-cib.jpg?v=1754977639,g,,,active
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,500.0,shopify,4,deny,manual,299.99,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01VsMjgw2GnX7FeCYyT__937849060-0-cib.jpg?v=1754977007,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01xrweZ72GnX7JgMlih__937849060-0-cib.jpg?v=1754977639,g,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/853136f76f08900f98ce9ffe5462b49e_c9f4d210-f944-42ec-946e-d1b45de67be5.png?v=1754977639,3,"",,,,,,,,,,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01xrweZ72GnX7JgMlih__937849060-0-cib.jpg?v=1754977639,4,"",,,,,,,,,,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01CIxOR42GnX7C72Pyh__937849060-0-cib.jpg?v=1754977639,5,"",,,,,,,,,,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01mVsWY82GnX7CXyFri__937849060-0-cib.jpg?v=1754977639,6,"",,,,,,,,,,,,
snakeskin-laser-handcuffs-leg-cuffs-collar-and-traction-chain-three-piece-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN010zesDt2GnX70i1XGX__937849060-0-cib.jpg?v=1754977639,7,"",,,,,,,,,,,,
diamond-pattern-bundle-set,Diamond Pattern Bundle Set,"<p>Elevate your intimate moments with the Diamond Pattern Bundle Set, designed to blend elegance and sensuality. This set features intricately crafted pieces that embrace your body with striking diamond-patterned details, enhancing both comfort and allure. Perfect for exploring new levels of connection, it invites you to indulge in bold, passionate play with style and confidence.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,500.0,shopify,6,deny,manual,289.99,369.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546870876_340828440.jpg?v=1754974418,1,"",false,,,,shopify--color-pattern-dgy1dvxa; shopify--color-pattern-h9tm2ste,shopify--material-dokic786,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546870876_340828440.jpg?v=1754974418,g,,,active
diamond-pattern-bundle-set,,,,,,,,,shopify--color-pattern-h9tm2ste,,,,,,,,,500.0,shopify,9,deny,manual,289.99,369.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546873813_340828440.jpg?v=1754979231,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546873813_340828440.jpg?v=1754979231,g,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546472818_340828440.jpg?v=1754979231,3,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3545282697_340828440.jpg?v=1754979231,4,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3545285429_340828440.jpg?v=1754979231,5,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546900269_340828440.jpg?v=1754979231,6,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3545294077_340828440.jpg?v=1754979231,7,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546475604_340828440.jpg?v=1754979231,8,"",,,,,,,,,,,,
diamond-pattern-bundle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3546888948_340828440.jpg?v=1754979231,9,"",,,,,,,,,,,,
vegan-leather-bondage-vest-2,Vegan Leather Bondage vest,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">这款纯素皮革束缚背心旨在将前卫风格与性感魅力完美融合，提升您的魅力。它采用光滑、无动物实验的纯素皮革制成，贴合您的身体曲线，并配有可调节的束缚带，带来大胆、可定制的贴合感。非常适合那些想要以大胆、性感的风格展现自信和性感的人士。</span></span></p>",Knot Knot,Mature > Erotic > Erotic Clothing,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,299370.9642,shopify,7,continue,manual,179.99,599.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/30A12002G1.jpg?v=1754381163,1,"",false,,,,shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/30A12002G1.jpg?v=1754381163,lb,,,active
vegan-leather-bondage-vest-2,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,299370.9642,shopify,6,continue,manual,179.99,599.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/WechatIMG314.jpg?v=1754979197,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/WechatIMG314.jpg?v=1754979197,lb,,,
vegan-leather-bondage-vest-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/WechatIMG310.jpg?v=1754979197,3,"",,,,,,,,,,,,
vegan-leather-bondage-vest-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/WechatIMG304.jpg?v=1754979197,4,"",,,,,,,,,,,,
vegan-leather-bondage-vest-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/30A12002G1-3EDIT.jpg?v=1754979197,5,"",,,,,,,,,,,,
vegan-leather-bondage-vest-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/30A12002G1-1.jpg?v=1754979197,6,"",,,,,,,,,,,,
vegan-leather-bondage-vest-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/30A12002G1-2.jpg?v=1754979197,7,"",,,,,,,,,,,,
